sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
36833641576,2022-05-10T06:13:30Z,77,20,21,36,92,70,0.08913308913308914
36807590299,2022-05-08T08:31:00Z,83,21,20,42,71,70,0.06552094522019335
36797579955,2022-05-07T09:27:00Z,81,21,17,43,60,69,0.05931321540062435
36783931658,2022-05-06T07:23:30Z,80,21,13,46,60,66,0.07777777777777778
36774034217,2022-05-05T07:29:30Z,83,21,20,42,73,67,0.09309967141292443
36774034216,2022-05-04T05:36:00Z,52,17,16,19,65,65,0.13653603034134007
36774034215,2022-05-03T06:05:00Z,82,21,22,39,46,65,0.0456490727532097
36774034214,2022-05-02T06:51:00Z,72,19,15,38,54,63,0.061511423550087874
36774034213,2022-05-01T08:51:30Z,55,15,13,27,37,63,0.07032967032967033
36774034210,2022-04-30T09:38:00Z,62,20,13,29,34,63,0.06493506493506493
36774034209,2022-04-30T03:47:30Z,60,17,16,27,41,63,0.07952286282306163
36774034208,2022-04-29T05:59:30Z,60,17,12,31,44,62,0.16685330347144456
36603653484,2022-04-22T06:17:30Z,72,19,15,38,63,63,0.13203684749232344
36590827294,2022-04-21T06:11:30Z,70,21,17,32,76,64,0.16049382716049382
36579218000,2022-04-20T06:15:00Z,75,20,16,39,67,64,0.13519091847265222
36564498810,2022-04-19T06:08:30Z,70,16,19,35,71,66,0.14776274713839752
36552078178,2022-04-18T07:53:00Z,74,18,17,39,73,66,0.11448834853090173
36543473863,2022-04-17T09:18:00Z,76,21,17,38,63,65,0.0476878612716763
36515070724,2022-04-15T07:56:00Z,76,20,18,38,52,65,0.1320754716981132
36501821228,2022-04-14T06:20:30Z,69,20,15,34,95,64,0.13717277486910995
36494436179,2022-04-13T04:30:00Z,81,20,22,39,54,65,0.07313997477931904
36494436178,2022-04-12T04:33:00Z,76,19,20,37,40,65,0.07224334600760456
36460914244,2022-04-11T04:35:30Z,78,21,21,36,64,67,0.07934336525307797
36447806185,2022-04-10T08:53:00Z,65,17,15,33,47,65,0.12526096033402923
36435117034,2022-04-09T09:04:00Z,76,24,11,41,146,64,0.1276440554339898
36428270223,2022-04-08T04:53:30Z,78,21,20,37,81,64,0.07956104252400549
36428270222,2022-04-04T04:53:00Z,79,22,20,37,83,65,0.08251748251748252
36428270221,2022-04-03T08:48:00Z,81,21,16,44,100,65,0.13101604278074866
36428270220,2022-04-02T05:15:00Z,76,19,20,37,41,64,0.05697445972495088
36243412726,2022-03-25T07:22:00Z,73,19,19,35,73,65,0.1188118811881188
36230529893,2022-03-24T07:17:30Z,74,21,18,35,60,64,0.10235131396957123
36217261971,2022-03-23T06:36:00Z,83,22,21,40,94,66,0.08700696055684455
36204050561,2022-03-22T06:48:00Z,82,21,22,39,70,68,0.0648508430609598
36173209860,2022-03-20T08:43:00Z,86,22,21,43,89,72,0.09130434782608696
36161277591,2022-03-19T07:41:30Z,83,23,14,46,119,69,0.11207645525629888
36146330747,2022-03-18T04:59:00Z,71,19,24,28,43,72,0.05649717514124294
36135067679,2022-03-17T06:51:30Z,77,20,19,38,88,73,0.11441144114411442
36135067678,2022-03-16T05:26:30Z,79,21,21,37,70,73,0.07840440165061899
36135067677,2022-03-15T06:22:00Z,75,21,18,36,80,73,0.13192612137203166
36135067675,2022-03-13T09:14:30Z,81,22,18,41,104,73,0.09157509157509157
36070251111,2022-03-12T07:32:30Z,76,20,16,40,98,72,0.10126582278481013
36060066107,2022-03-11T06:24:00Z,79,21,21,37,79,74,0.09050772626931568
36060066106,2022-03-10T06:05:00Z,78,21,20,37,63,73,0.12485939257592801
36060066105,2022-03-09T06:09:00Z,80,21,21,38,59,74,0.10107015457788347
36060066102,2022-03-06T08:15:00Z,72,18,16,38,37,73,0.10983397190293742
36060066101,2022-03-05T07:47:30Z,73,23,11,39,116,72,0.13590033975084936
