sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
37024658640,2022-05-24T06:01:30Z,83,21,23,39,103,68,0.05804111245465538
37024658639,2022-05-23T08:38:00Z,78,20,21,37,58,68,0.06636155606407322
36960995727,2022-05-20T06:09:00Z,79,21,15,43,48,66,0.06256860592755215
36946989709,2022-05-19T06:03:30Z,77,21,18,38,81,65,0.08901734104046242
36933004512,2022-05-18T05:45:30Z,83,22,21,40,96,67,0.06272617611580217
36919438505,2022-05-17T06:10:30Z,80,21,21,38,81,67,0.11153846153846154
36906611546,2022-05-16T06:09:30Z,80,21,21,38,79,68,0.05052878965922444
36881662981,2022-05-14T06:07:30Z,67,21,14,32,47,66,0.09271523178807947
36876614193,2022-05-13T21:35:00Z,74,20,22,32,32,67,0.0547945205479452
36871255800,2022-05-13T06:00:00Z,85,23,19,43,108,67,0.052204176334106726
36859420895,2022-05-12T05:56:00Z,76,21,16,39,82,66,0.0599250936329588
36845570530,2022-05-11T06:17:00Z,85,21,21,43,80,67,0.05711086226203808
