date_time,heart_zone_id,total_minutes
2022-10-01T12:56,FAT_BURN,1
2022-10-04T13:48,FAT_BURN,1
2022-10-04T13:49,FAT_BURN,1
2022-10-04T13:50,FAT_BURN,1
2022-10-04T13:51,FAT_BURN,1
2022-10-04T16:47,FAT_BURN,1
2022-10-04T16:50,FAT_BURN,1
2022-10-04T21:04,FAT_BURN,1
2022-10-04T21:31,FAT_BURN,1
2022-10-04T21:32,FAT_BURN,1
2022-10-05T06:11,FAT_BURN,1
2022-10-05T06:12,FAT_BURN,1
2022-10-05T06:13,FAT_BURN,1
2022-10-05T10:56,FAT_BURN,1
2022-10-05T10:57,FAT_BURN,1
2022-10-05T11:08,FAT_BURN,1
2022-10-05T11:09,FAT_BURN,1
2022-10-05T11:10,FAT_BURN,1
2022-10-05T11:12,FAT_BURN,1
2022-10-05T11:13,FAT_BURN,1
2022-10-06T08:03,FAT_BURN,1
2022-10-06T08:04,FAT_BURN,1
2022-10-06T08:05,FAT_BURN,1
2022-10-06T16:45,FAT_BURN,1
2022-10-06T19:52,FAT_BURN,1
2022-10-06T19:53,FAT_BURN,1
2022-10-08T14:01,FAT_BURN,1
2022-10-08T14:02,FAT_BURN,1
2022-10-08T14:03,FAT_BURN,1
2022-10-08T14:04,FAT_BURN,1
2022-10-08T14:05,FAT_BURN,1
2022-10-11T08:20,FAT_BURN,1
2022-10-11T08:21,FAT_BURN,1
2022-10-11T08:22,FAT_BURN,1
2022-10-11T08:23,FAT_BURN,1
2022-10-11T19:55,FAT_BURN,1
2022-10-11T19:56,FAT_BURN,1
2022-10-11T19:57,FAT_BURN,1
2022-10-11T19:58,FAT_BURN,1
2022-10-12T07:35,FAT_BURN,1
2022-10-12T07:36,FAT_BURN,1
2022-10-12T07:37,FAT_BURN,1
2022-10-12T07:38,FAT_BURN,1
2022-10-12T10:53,FAT_BURN,1
2022-10-13T08:05,FAT_BURN,1
2022-10-13T08:06,FAT_BURN,1
2022-10-13T08:07,FAT_BURN,1
2022-10-13T08:08,FAT_BURN,1
2022-10-13T10:02,FAT_BURN,1
2022-10-13T12:48,FAT_BURN,1
2022-10-13T12:49,FAT_BURN,1
2022-10-13T13:14,FAT_BURN,1
2022-10-13T15:59,FAT_BURN,1
2022-10-13T16:00,FAT_BURN,1
2022-10-13T16:01,FAT_BURN,1
2022-10-13T16:02,FAT_BURN,1
2022-10-13T19:50,FAT_BURN,1
2022-10-13T19:51,FAT_BURN,1
2022-10-14T15:11,FAT_BURN,1
2022-10-14T15:12,FAT_BURN,1
2022-10-14T18:43,FAT_BURN,1
2022-10-14T18:44,FAT_BURN,1
2022-10-14T18:48,FAT_BURN,1
2022-10-14T18:58,FAT_BURN,1
2022-10-14T18:59,FAT_BURN,1
2022-10-14T19:00,FAT_BURN,1
2022-10-14T19:01,FAT_BURN,1
2022-10-14T19:03,FAT_BURN,1
2022-10-14T19:04,CARDIO,2
2022-10-14T19:05,CARDIO,2
2022-10-14T19:06,FAT_BURN,1
2022-10-14T19:22,FAT_BURN,1
2022-10-14T19:37,FAT_BURN,1
2022-10-14T19:38,FAT_BURN,1
2022-10-14T19:41,FAT_BURN,1
2022-10-14T19:45,FAT_BURN,1
2022-10-14T19:46,FAT_BURN,1
2022-10-14T19:47,FAT_BURN,1
2022-10-14T19:48,FAT_BURN,1
2022-10-14T19:50,FAT_BURN,1
2022-10-14T19:51,FAT_BURN,1
2022-10-14T19:59,FAT_BURN,1
2022-10-14T20:08,FAT_BURN,1
2022-10-14T20:09,FAT_BURN,1
2022-10-16T10:16,FAT_BURN,1
2022-10-17T13:29,FAT_BURN,1
2022-10-17T13:30,FAT_BURN,1
2022-10-19T17:49,FAT_BURN,1
2022-10-19T17:50,FAT_BURN,1
2022-10-19T17:51,CARDIO,2
2022-10-19T17:52,FAT_BURN,1
2022-10-19T19:42,FAT_BURN,1
2022-10-19T19:43,FAT_BURN,1
2022-10-19T19:45,FAT_BURN,1
2022-10-19T19:46,FAT_BURN,1
2022-10-21T12:36,FAT_BURN,1
2022-10-23T05:52,FAT_BURN,1
2022-10-24T07:12,FAT_BURN,1
2022-10-24T07:14,FAT_BURN,1
2022-10-24T15:50,FAT_BURN,1
2022-10-24T15:51,FAT_BURN,1
2022-10-24T16:16,FAT_BURN,1
2022-10-25T16:41,FAT_BURN,1
2022-10-25T16:42,FAT_BURN,1
2022-10-26T06:41,FAT_BURN,1
2022-10-26T07:56,FAT_BURN,1
2022-10-26T07:57,FAT_BURN,1
2022-10-26T07:58,FAT_BURN,1
2022-10-26T11:15,FAT_BURN,1
2022-10-26T11:16,FAT_BURN,1
2022-10-26T11:17,FAT_BURN,1
2022-10-27T08:01,FAT_BURN,1
2022-10-27T08:02,FAT_BURN,1
2022-10-31T07:56,FAT_BURN,1
2022-10-31T07:58,FAT_BURN,1
2022-10-31T07:59,FAT_BURN,1
2022-10-31T08:00,FAT_BURN,1
2022-10-31T08:01,FAT_BURN,1
2022-10-31T11:20,FAT_BURN,1
2022-10-31T11:21,FAT_BURN,1
2022-10-31T13:02,FAT_BURN,1
2022-10-31T13:03,FAT_BURN,1
2022-10-31T13:04,FAT_BURN,1
2022-10-31T13:05,FAT_BURN,1
2022-10-31T13:06,FAT_BURN,1
