date_time,heart_zone_id,total_minutes
2021-01-02T22:05,FAT_BURN,1
2021-01-02T22:06,FAT_BURN,1
2021-01-03T12:30,FAT_BURN,1
2021-01-03T13:00,FAT_BURN,1
2021-01-03T13:02,FAT_BURN,1
2021-01-03T13:33,FAT_BURN,1
2021-01-03T19:58,FAT_BURN,1
2021-01-04T14:12,CARDIO,2
2021-01-04T14:13,CARDIO,2
2021-01-04T14:14,CARDIO,2
2021-01-04T14:15,CARDIO,2
2021-01-04T14:16,CARDIO,2
2021-01-04T14:17,CARDIO,2
2021-01-04T14:18,CARDIO,2
2021-01-04T14:19,CARDIO,2
2021-01-04T14:20,CARDIO,2
2021-01-04T14:21,FAT_BURN,1
2021-01-04T14:22,FAT_BURN,1
2021-01-04T14:23,FAT_BURN,1
2021-01-04T14:24,FAT_BURN,1
2021-01-04T14:25,FAT_BURN,1
2021-01-04T14:26,FAT_BURN,1
2021-01-04T14:27,FAT_BURN,1
2021-01-04T14:28,FAT_BURN,1
2021-01-04T14:29,FAT_BURN,1
2021-01-04T14:30,FAT_BURN,1
2021-01-04T14:31,FAT_BURN,1
2021-01-04T14:32,CARDIO,2
2021-01-04T14:33,FAT_BURN,1
2021-01-04T14:34,CARDIO,2
2021-01-04T14:35,CARDIO,2
2021-01-04T14:36,CARDIO,2
2021-01-04T14:37,CARDIO,2
2021-01-04T14:38,CARDIO,2
2021-01-04T14:39,CARDIO,2
2021-01-04T14:40,FAT_BURN,1
2021-01-04T14:41,FAT_BURN,1
2021-01-04T14:43,FAT_BURN,1
2021-01-04T14:44,FAT_BURN,1
2021-01-04T15:09,FAT_BURN,1
2021-01-06T03:04,FAT_BURN,1
2021-01-06T03:05,FAT_BURN,1
2021-01-06T03:06,FAT_BURN,1
2021-01-06T22:41,FAT_BURN,1
2021-01-06T22:42,FAT_BURN,1
2021-01-07T01:05,FAT_BURN,1
2021-01-07T13:06,FAT_BURN,1
2021-01-07T13:07,FAT_BURN,1
2021-01-07T13:57,FAT_BURN,1
2021-01-07T13:58,FAT_BURN,1
2021-01-07T14:18,FAT_BURN,1
2021-01-09T10:45,FAT_BURN,1
2021-01-09T10:46,FAT_BURN,1
2021-01-09T20:48,FAT_BURN,1
2021-01-09T20:49,FAT_BURN,1
2021-01-11T06:10,FAT_BURN,1
2021-01-11T06:11,FAT_BURN,1
2021-01-11T06:12,FAT_BURN,1
2021-01-11T06:13,FAT_BURN,1
2021-01-11T06:15,FAT_BURN,1
2021-01-16T10:05,FAT_BURN,1
2021-01-16T13:53,FAT_BURN,1
2021-01-16T13:54,FAT_BURN,1
2021-01-16T13:55,FAT_BURN,1
