date_time,heart_zone_id,total_minutes
2021-02-01T10:05,FAT_BURN,1
2021-02-01T10:06,FAT_BURN,1
2021-02-01T15:47,FAT_BURN,1
2021-02-01T15:48,CARDIO,2
2021-02-01T15:49,FAT_BURN,1
2021-02-01T15:50,FAT_BURN,1
2021-02-01T16:08,FAT_BURN,1
2021-02-01T16:09,FAT_BURN,1
2021-02-01T16:11,FAT_BURN,1
2021-02-01T16:12,FAT_BURN,1
2021-02-01T16:13,FAT_BURN,1
2021-02-01T16:15,FAT_BURN,1
2021-02-01T16:17,FAT_BURN,1
2021-02-01T16:18,FAT_BURN,1
2021-02-01T16:19,FAT_BURN,1
2021-02-01T16:21,FAT_BURN,1
2021-02-01T16:22,FAT_BURN,1
2021-02-01T16:24,FAT_BURN,1
2021-02-01T16:25,FAT_BURN,1
2021-02-01T16:37,FAT_BURN,1
2021-02-01T16:38,FAT_BURN,1
2021-02-01T16:47,FAT_BURN,1
2021-02-01T16:48,FAT_BURN,1
2021-02-01T16:49,FAT_BURN,1
2021-02-01T16:50,FAT_BURN,1
2021-02-01T16:51,FAT_BURN,1
2021-02-01T16:53,FAT_BURN,1
2021-02-01T16:54,FAT_BURN,1
2021-02-01T16:57,FAT_BURN,1
2021-02-01T17:01,FAT_BURN,1
2021-02-01T17:02,FAT_BURN,1
2021-02-01T20:32,FAT_BURN,1
2021-02-01T20:33,CARDIO,2
2021-02-01T20:34,CARDIO,2
2021-02-01T20:35,CARDIO,2
2021-02-01T20:36,CARDIO,2
2021-02-01T20:37,CARDIO,2
2021-02-01T20:38,CARDIO,2
2021-02-01T20:39,CARDIO,2
2021-02-01T20:40,CARDIO,2
2021-02-01T20:41,CARDIO,2
2021-02-01T20:42,CARDIO,2
2021-02-01T20:43,CARDIO,2
2021-02-01T20:44,FAT_BURN,1
2021-02-01T20:45,FAT_BURN,1
2021-02-01T20:46,FAT_BURN,1
2021-02-01T20:47,FAT_BURN,1
2021-02-01T20:48,CARDIO,2
2021-02-01T20:49,FAT_BURN,1
2021-02-01T20:50,CARDIO,2
2021-02-01T20:51,FAT_BURN,1
2021-02-01T20:52,CARDIO,2
2021-02-01T20:53,CARDIO,2
2021-02-01T20:54,FAT_BURN,1
2021-02-01T20:55,FAT_BURN,1
2021-02-01T20:56,FAT_BURN,1
2021-02-01T20:58,FAT_BURN,1
2021-02-01T20:59,CARDIO,2
2021-02-01T21:00,FAT_BURN,1
2021-02-01T21:01,CARDIO,2
2021-02-01T21:02,FAT_BURN,1
2021-02-01T21:03,FAT_BURN,1
2021-02-01T21:04,CARDIO,2
2021-02-01T21:05,FAT_BURN,1
2021-02-01T21:06,FAT_BURN,1
2021-02-01T21:07,FAT_BURN,1
2021-02-01T21:08,FAT_BURN,1
2021-02-01T21:09,FAT_BURN,1
2021-02-01T21:10,FAT_BURN,1
2021-02-02T09:40,FAT_BURN,1
2021-02-02T14:29,CARDIO,2
2021-02-02T14:30,CARDIO,2
2021-02-02T14:31,CARDIO,2
2021-02-02T14:32,CARDIO,2
2021-02-02T14:33,FAT_BURN,1
2021-02-02T14:34,CARDIO,2
2021-02-02T14:35,CARDIO,2
2021-02-02T14:36,CARDIO,2
2021-02-02T14:37,CARDIO,2
2021-02-02T14:38,FAT_BURN,1
2021-02-02T14:39,FAT_BURN,1
2021-02-02T14:40,FAT_BURN,1
2021-02-02T14:41,FAT_BURN,1
2021-02-02T14:42,FAT_BURN,1
2021-02-02T14:43,FAT_BURN,1
2021-02-02T14:44,FAT_BURN,1
2021-02-02T14:45,CARDIO,2
2021-02-02T14:46,FAT_BURN,1
2021-02-02T14:47,FAT_BURN,1
2021-02-02T14:48,FAT_BURN,1
2021-02-02T14:49,FAT_BURN,1
2021-02-02T14:50,CARDIO,2
2021-02-02T14:51,CARDIO,2
2021-02-02T14:52,CARDIO,2
2021-02-02T14:53,CARDIO,2
2021-02-02T14:54,CARDIO,2
2021-02-02T14:55,CARDIO,2
2021-02-02T14:56,FAT_BURN,1
2021-02-02T14:57,FAT_BURN,1
2021-02-02T14:58,CARDIO,2
2021-02-02T14:59,FAT_BURN,1
2021-02-02T15:00,FAT_BURN,1
2021-02-02T15:01,CARDIO,2
2021-02-02T15:02,CARDIO,2
2021-02-02T15:03,FAT_BURN,1
2021-02-02T15:04,FAT_BURN,1
2021-02-02T15:05,CARDIO,2
2021-02-02T15:06,CARDIO,2
2021-02-02T15:07,FAT_BURN,1
2021-02-02T15:08,FAT_BURN,1
2021-02-02T15:09,FAT_BURN,1
2021-02-02T15:10,FAT_BURN,1
2021-02-02T15:11,FAT_BURN,1
2021-02-02T17:49,FAT_BURN,1
2021-02-03T14:00,FAT_BURN,1
2021-02-03T14:01,FAT_BURN,1
2021-02-03T14:02,CARDIO,2
2021-02-03T14:03,CARDIO,2
2021-02-03T14:04,CARDIO,2
2021-02-03T14:05,CARDIO,2
2021-02-03T14:06,CARDIO,2
2021-02-03T14:07,CARDIO,2
2021-02-03T14:08,CARDIO,2
2021-02-03T14:09,CARDIO,2
2021-02-03T14:10,CARDIO,2
2021-02-03T14:11,CARDIO,2
2021-02-03T14:12,FAT_BURN,1
2021-02-03T14:13,FAT_BURN,1
2021-02-03T14:14,FAT_BURN,1
2021-02-03T14:15,FAT_BURN,1
2021-02-03T14:16,FAT_BURN,1
2021-02-03T14:17,FAT_BURN,1
2021-02-03T14:18,FAT_BURN,1
2021-02-03T14:19,FAT_BURN,1
2021-02-03T14:20,FAT_BURN,1
2021-02-03T14:21,FAT_BURN,1
2021-02-03T14:22,FAT_BURN,1
2021-02-03T14:23,FAT_BURN,1
2021-02-03T14:24,FAT_BURN,1
2021-02-03T14:25,FAT_BURN,1
2021-02-03T14:26,FAT_BURN,1
2021-02-03T14:27,FAT_BURN,1
2021-02-03T14:28,FAT_BURN,1
2021-02-03T14:29,FAT_BURN,1
2021-02-03T14:30,FAT_BURN,1
2021-02-03T14:31,FAT_BURN,1
2021-02-03T14:32,FAT_BURN,1
2021-02-03T14:33,FAT_BURN,1
2021-02-03T14:34,FAT_BURN,1
2021-02-03T14:35,FAT_BURN,1
2021-02-03T14:38,FAT_BURN,1
2021-02-03T14:39,FAT_BURN,1
2021-02-03T14:52,FAT_BURN,1
2021-02-03T14:54,FAT_BURN,1
2021-02-03T14:57,FAT_BURN,1
2021-02-03T17:59,FAT_BURN,1
2021-02-03T18:00,FAT_BURN,1
2021-02-04T12:49,FAT_BURN,1
2021-02-04T12:50,FAT_BURN,1
2021-02-05T18:25,FAT_BURN,1
2021-02-05T18:26,FAT_BURN,1
2021-02-05T21:41,FAT_BURN,1
2021-02-06T14:43,FAT_BURN,1
2021-02-06T14:44,CARDIO,2
2021-02-06T14:45,CARDIO,2
2021-02-06T14:46,CARDIO,2
2021-02-06T14:47,CARDIO,2
2021-02-06T14:48,CARDIO,2
2021-02-06T14:49,CARDIO,2
2021-02-06T14:50,CARDIO,2
2021-02-06T14:51,CARDIO,2
2021-02-06T14:52,CARDIO,2
2021-02-06T14:53,CARDIO,2
2021-02-06T14:54,FAT_BURN,1
2021-02-06T14:55,FAT_BURN,1
2021-02-06T14:59,FAT_BURN,1
2021-02-06T15:00,FAT_BURN,1
2021-02-06T15:01,FAT_BURN,1
2021-02-06T15:02,FAT_BURN,1
