date_time,heart_zone_id,total_minutes
2022-08-01T10:59,CARDIO,2
2022-08-01T11:00,CARDIO,2
2022-08-01T11:01,CARDIO,2
2022-08-01T11:02,FAT_BURN,1
2022-08-02T13:42,FAT_BURN,1
2022-08-02T13:45,FAT_BURN,1
2022-08-02T13:46,FAT_BURN,1
2022-08-02T14:03,FAT_BURN,1
2022-08-02T14:04,FAT_BURN,1
2022-08-02T14:24,FAT_BURN,1
2022-08-02T14:34,FAT_BURN,1
2022-08-02T14:35,CARDIO,2
2022-08-02T14:36,FAT_BURN,1
2022-08-02T14:38,FAT_BURN,1
2022-08-02T14:39,FAT_BURN,1
2022-08-02T14:56,FAT_BURN,1
2022-08-02T14:57,FAT_BURN,1
2022-08-02T23:46,FAT_BURN,1
2022-08-02T23:55,FAT_BURN,1
2022-08-02T23:56,FAT_BURN,1
2022-08-02T23:57,FAT_BURN,1
2022-08-02T23:58,FAT_BURN,1
2022-08-02T23:59,FAT_BURN,1
2022-08-03T00:00,FAT_BURN,1
2022-08-03T12:42,FAT_BURN,1
2022-08-03T14:04,FAT_BURN,1
2022-08-03T14:05,FAT_BURN,1
2022-08-03T14:06,FAT_BURN,1
2022-08-05T18:43,FAT_BURN,1
2022-08-05T18:45,FAT_BURN,1
2022-08-05T18:52,FAT_BURN,1
2022-08-05T18:53,FAT_BURN,1
2022-08-05T18:54,FAT_BURN,1
2022-08-05T18:55,FAT_BURN,1
2022-08-05T18:56,FAT_BURN,1
2022-08-05T18:57,FAT_BURN,1
2022-08-05T18:58,FAT_BURN,1
2022-08-05T19:00,FAT_BURN,1
2022-08-05T19:01,FAT_BURN,1
2022-08-05T19:06,FAT_BURN,1
2022-08-05T19:07,FAT_BURN,1
2022-08-05T19:08,FAT_BURN,1
2022-08-05T19:09,FAT_BURN,1
2022-08-05T19:10,FAT_BURN,1
2022-08-05T19:11,FAT_BURN,1
2022-08-05T19:14,FAT_BURN,1
2022-08-05T19:20,FAT_BURN,1
2022-08-05T19:26,FAT_BURN,1
2022-08-05T19:27,FAT_BURN,1
