date_time,heart_zone_id,total_minutes
2022-01-02T12:02,FAT_BURN,1
2022-01-02T12:07,FAT_BURN,1
2022-01-02T12:08,FAT_BURN,1
2022-01-05T14:03,FAT_BURN,1
2022-01-05T14:04,FAT_BURN,1
2022-01-05T14:08,FAT_BURN,1
2022-01-05T14:09,FAT_BURN,1
2022-01-05T14:10,FAT_BURN,1
2022-01-05T14:11,FAT_BURN,1
2022-01-05T14:19,FAT_BURN,1
2022-01-05T14:22,FAT_BURN,1
2022-01-05T14:23,FAT_BURN,1
2022-01-05T14:32,CARDIO,2
2022-01-05T14:33,FAT_BURN,1
2022-01-05T14:34,FAT_BURN,1
2022-01-05T14:35,FAT_BURN,1
2022-01-05T14:36,FAT_BURN,1
2022-01-05T16:43,FAT_BURN,1
2022-01-05T16:44,FAT_BURN,1
2022-01-05T17:04,FAT_BURN,1
2022-01-07T15:11,FAT_BURN,1
2022-01-07T15:12,FAT_BURN,1
2022-01-07T15:14,FAT_BURN,1
2022-01-07T16:40,FAT_BURN,1
2022-01-07T16:41,FAT_BURN,1
2022-01-07T16:42,FAT_BURN,1
2022-01-07T17:00,FAT_BURN,1
2022-01-07T17:01,FAT_BURN,1
2022-01-07T17:02,FAT_BURN,1
2022-01-07T17:09,FAT_BURN,1
2022-01-07T17:10,FAT_BURN,1
2022-01-07T17:11,FAT_BURN,1
2022-01-07T17:12,FAT_BURN,1
2022-01-07T17:13,FAT_BURN,1
2022-01-07T17:14,FAT_BURN,1
2022-01-07T17:15,FAT_BURN,1
2022-01-07T17:16,FAT_BURN,1
2022-01-07T17:17,FAT_BURN,1
2022-01-07T17:22,FAT_BURN,1
2022-01-07T17:33,FAT_BURN,1
2022-01-07T17:34,FAT_BURN,1
2022-01-07T17:48,FAT_BURN,1
2022-01-07T17:49,FAT_BURN,1
2022-01-07T17:50,FAT_BURN,1
2022-01-07T17:51,FAT_BURN,1
2022-01-07T17:52,FAT_BURN,1
2022-01-07T17:53,FAT_BURN,1
2022-01-07T17:54,FAT_BURN,1
2022-01-07T18:13,FAT_BURN,1
2022-01-07T18:14,FAT_BURN,1
2022-01-07T18:25,FAT_BURN,1
2022-01-07T18:26,FAT_BURN,1
2022-01-07T18:27,FAT_BURN,1
2022-01-07T18:29,FAT_BURN,1
2022-01-07T18:30,FAT_BURN,1
2022-01-07T18:31,FAT_BURN,1
2022-01-07T18:32,FAT_BURN,1
2022-01-07T18:33,FAT_BURN,1
2022-01-07T18:34,FAT_BURN,1
2022-01-07T18:35,FAT_BURN,1
2022-01-07T18:36,FAT_BURN,1
2022-01-07T18:37,FAT_BURN,1
2022-01-07T18:38,FAT_BURN,1
2022-01-07T18:39,FAT_BURN,1
2022-01-07T19:09,FAT_BURN,1
2022-01-07T19:10,FAT_BURN,1
2022-01-07T19:12,FAT_BURN,1
2022-01-07T19:13,FAT_BURN,1
2022-01-07T19:14,FAT_BURN,1
2022-01-07T19:15,FAT_BURN,1
2022-01-07T19:16,FAT_BURN,1
2022-01-07T19:17,FAT_BURN,1
2022-01-07T19:18,FAT_BURN,1
2022-01-07T19:19,FAT_BURN,1
2022-01-07T19:20,FAT_BURN,1
2022-01-07T19:21,FAT_BURN,1
2022-01-07T19:22,FAT_BURN,1
2022-01-07T19:23,FAT_BURN,1
2022-01-07T19:24,FAT_BURN,1
2022-01-07T19:25,FAT_BURN,1
2022-01-07T19:26,FAT_BURN,1
2022-01-07T19:30,FAT_BURN,1
2022-01-07T19:31,FAT_BURN,1
2022-01-07T19:32,FAT_BURN,1
2022-01-07T19:33,FAT_BURN,1
2022-01-07T19:42,FAT_BURN,1
2022-01-07T19:44,FAT_BURN,1
2022-01-07T19:45,FAT_BURN,1
2022-01-07T19:46,FAT_BURN,1
2022-01-07T19:47,FAT_BURN,1
2022-01-07T19:52,FAT_BURN,1
2022-01-07T19:53,FAT_BURN,1
2022-01-07T19:54,FAT_BURN,1
2022-01-07T19:55,FAT_BURN,1
2022-01-07T19:56,FAT_BURN,1
2022-01-07T19:57,FAT_BURN,1
