date_time,heart_zone_id,total_minutes
2022-03-01T16:49,FAT_BURN,1
2022-03-01T16:50,FAT_BURN,1
2022-03-01T16:51,FAT_BURN,1
2022-03-01T18:14,FAT_BURN,1
2022-03-01T18:15,FAT_BURN,1
2022-03-01T18:31,FAT_BURN,1
2022-03-01T18:43,FAT_BURN,1
2022-03-01T18:44,FAT_BURN,1
2022-03-01T18:45,FAT_BURN,1
2022-03-02T17:37,FAT_BURN,1
2022-03-02T17:38,FAT_BURN,1
2022-03-04T18:37,FAT_BURN,1
2022-03-04T18:38,FAT_BURN,1
2022-03-04T18:39,FAT_BURN,1
2022-03-04T18:40,FAT_BURN,1
2022-03-04T18:41,FAT_BURN,1
2022-03-04T18:42,FAT_BURN,1
2022-03-04T18:43,FAT_BURN,1
2022-03-04T18:44,FAT_BURN,1
2022-03-04T18:45,FAT_BURN,1
2022-03-04T18:46,FAT_BURN,1
2022-03-04T18:47,FAT_BURN,1
2022-03-04T18:48,FAT_BURN,1
2022-03-04T18:49,FAT_BURN,1
2022-03-04T18:50,FAT_BURN,1
2022-03-04T18:51,FAT_BURN,1
2022-03-04T18:56,FAT_BURN,1
2022-03-04T18:57,FAT_BURN,1
2022-03-04T18:58,FAT_BURN,1
2022-03-04T18:59,FAT_BURN,1
2022-03-04T19:05,FAT_BURN,1
2022-03-04T19:06,FAT_BURN,1
2022-03-04T19:07,FAT_BURN,1
2022-03-04T19:08,FAT_BURN,1
2022-03-04T19:11,FAT_BURN,1
2022-03-04T19:12,FAT_BURN,1
2022-03-04T19:13,FAT_BURN,1
2022-03-04T19:14,FAT_BURN,1
2022-03-04T19:15,FAT_BURN,1
2022-03-04T19:16,FAT_BURN,1
2022-03-04T19:20,FAT_BURN,1
2022-03-04T19:27,FAT_BURN,1
2022-03-04T19:28,FAT_BURN,1
2022-03-04T19:48,FAT_BURN,1
2022-03-04T19:52,FAT_BURN,1
2022-03-04T19:53,FAT_BURN,1
2022-03-04T19:54,FAT_BURN,1
2022-03-04T19:55,FAT_BURN,1
2022-03-04T19:56,FAT_BURN,1
2022-03-04T19:57,FAT_BURN,1
2022-03-04T20:10,FAT_BURN,1
2022-03-04T20:15,FAT_BURN,1
2022-03-04T20:16,FAT_BURN,1
2022-03-04T20:18,FAT_BURN,1
2022-03-04T20:19,FAT_BURN,1
2022-03-04T20:20,FAT_BURN,1
2022-03-05T00:20,FAT_BURN,1
2022-03-05T14:06,FAT_BURN,1
2022-03-05T14:07,FAT_BURN,1
2022-03-05T14:20,FAT_BURN,1
